theta_obs_over_theta_c,time_s,frequency_hz,reference,candidate,relative
1.0,749894.2093324559,10000000000.0,1.3131357301213209e-25,1.3156823477507354e-25,0.0019393407482555247
1.0,1000000.0,10000000000.0,1.3119907780006483e-25,1.3119801435685462e-25,-8.105569246685818e-06
1.0,1000.0,100000000000000.0,3.36219078299495e-25,3.5749180568112246e-25,0.06327043512586839
1.0,1333.521432163324,100000000000000.0,3.712572201964962e-25,3.7763595638384047e-25,0.017181446825379476
1.0,1778.2794100389228,100000000000000.0,4.178587929245805e-25,4.0157188231950495e-25,-0.038977068045125796
1.0,2371.373705661655,100000000000000.0,4.6196455926498675e-25,4.692581143650015e-25,0.015788126932549273
1.0,3162.2776601683795,100000000000000.0,5.111296107751099e-25,5.123484289463019e-25,0.002384557938922116
1.0,4216.965034285822,100000000000000.0,5.446244821619882e-25,5.422944472344318e-25,-0.004278241254059845
1.0,5623.413251903491,100000000000000.0,5.634080003138764e-25,5.673788823506768e-25,0.007047968851326525
1.0,7498.942093324558,100000000000000.0,5.684034507679154e-25,5.702358466848873e-25,0.0032237593112716123
1.0,10000.0,100000000000000.0,5.514263749309034e-25,5.525109712659411e-25,0.0019668923800999494
1.0,13335.21432163324,100000000000000.0,5.213417725665538e-25,5.289156936789407e-25,0.014527746501303174
1.0,17782.794100389227,100000000000000.0,4.93760463525181e-25,4.978896168628683e-25,0.008362664981735213
1.0,23713.737056616552,100000000000000.0,4.606679231180131e-25,4.592764936109979e-25,-0.003020461024499821
1.0,31622.776601683792,100000000000000.0,4.205610135272916e-25,4.18153530287374e-25,-0.005724456529447863
1.0,42169.65034285822,100000000000000.0,3.736078746110823e-25,3.7333923462865237e-25,-0.000719042613086196
1.0,56234.13251903491,100000000000000.0,3.160271364875475e-25,3.150263761973797e-25,-0.0031666910041037166
1.0,74989.42093324558,100000000000000.0,2.5567571025035696e-25,2.5560190105740188e-25,-0.0002886828509552908
1.0,100000.0,100000000000000.0,1.968243055103727e-25,1.9713496595003944e-25,0.0015783642109707952
1.0,133352.1432163324,100000000000000.0,1.3998323112375034e-25,1.400385905267473e-25,0.0003954716758038934
1.0,177827.94100389228,100000000000000.0,9.24788740160642e-26,9.260520819162151e-26,0.0013660868701250717
1.0,237137.37056616554,100000000000000.0,5.649917639031725e-26,5.654431629928286e-26,0.0007989480882653055
1.0,316227.7660168379,100000000000000.0,3.20325506961152e-26,3.2056476248076236e-26,0.0007469137312232643
1.0,421696.5034285822,100000000000000.0,1.8169527738883257e-26,1.8181396793341022e-26,0.0006532395683771508
1.0,562341.3251903491,100000000000000.0,1.0446504174765424e-26,1.0452019460180177e-26,0.0005279551247465708
1.0,749894.2093324559,100000000000000.0,5.768195467400026e-27,5.7730557459044686e-27,0.0008425994805327797
1.0,1000000.0,100000000000000.0,3.4147812593093745e-27,3.416331585310762e-27,0.0004540044833505341
1.0,1000.0,1e+17,2.1744256865288007e-25,2.3400674923316427e-25,0.07617726686593218
1.0,1333.521432163324,1e+17,1.8481208463871084e-25,1.8347998706428513e-25,-0.0072078488645903604
1.0,1778.2794100389228,1e+17,1.531617999572534e-25,1.4638139302741184e-25,-0.04426956938175142
1.0,2371.373705661655,1e+17,1.21531400254875e-25,1.2230446930183498e-25,0.006361064262722982
1.0,3162.2776601683795,1e+17,9.65135854906457e-26,9.7214946856968e-26,0.007266970372686865
1.0,4216.965034285822,1e+17,7.455950693253099e-26,7.454332292441754e-26,-0.00021706163008961
1.0,5623.413251903491,1e+17,5.629142210249157e-26,5.590820976256446e-26,-0.006807650715048186
1.0,7498.942093324558,1e+17,4.223378710263634e-26,4.2710371819284547e-26,0.011284441896958208
1.0,10000.0,1e+17,3.110585475744047e-26,3.173515734144031e-26,0.020231001170263996
1.0,13335.21432163324,1e+17,2.251205651562418e-26,2.274136206492871e-26,0.010185899682038535
1.0,17782.794100389227,1e+17,1.612503312845944e-26,1.5983835494718618e-26,-0.008756424412649455
1.0,23713.737056616552,1e+17,1.1329369318784807e-26,1.1168042451720108e-26,-0.014239704128738095
1.0,31622.776601683792,1e+17,7.801996696381366e-27,7.737631907804784e-27,-0.00824978413621158
1.0,42169.65034285822,1e+17,5.286050187107117e-27,5.283313440283954e-27,-0.0005177300113113903
1.0,56234.13251903491,1e+17,3.475989679717283e-27,3.478788363880395e-27,0.0008051474316630447
1.0,74989.42093324558,1e+17,2.2142228600963365e-27,2.2160243101121205e-27,0.0008135811657665748
1.0,100000.0,1e+17,1.3662913680732779e-27,1.3694030414979505e-27,0.0022774596234627076
1.0,133352.1432163324,1e+17,8.017262990206818e-28,8.018961818223965e-28,0.0002118962567676519
1.0,177827.94100389228,1e+17,4.535156762396862e-28,4.541320986862776e-28,0.0013592086864613329
1.0,237137.37056616554,1e+17,2.5093306787974257e-28,2.511531729535549e-28,0.0008771465461772099
1.0,316227.7660168379,1e+17,1.3347101709288682e-28,1.33578342541521e-28,0.0008041105175626839
1.0,421696.5034285822,1e+17,7.208081374297857e-29,7.213275227728501e-29,0.000720559766315132
1.0,562341.3251903491,1e+17,3.983869041014987e-29,3.9862212396894824e-29,0.0005904307220641059
1.0,749894.2093324559,1e+17,2.133175692691916e-29,2.135092996487238e-29,0.0008988025702199032
1.0,1000000.0,1e+17,1.2315027671525946e-29,1.2321701551177127e-29,0.0005419297324529282
1.5,1000.0,10000000000.0,5.9733229218287944e-27,5.685226284380957e-27,-0.04823054792417514
1.5,1333.521432163324,10000000000.0,9.256728646091567e-27,8.843492228481492e-27,-0.044641733965546715
1.5,1778.2794100389228,10000000000.0,1.2830425422732196e-26,1.2543796325516968e-26,-0.02233979683225429
1.5,2371.373705661655,10000000000.0,1.7448511806218438e-26,1.65138446945273e-26,-0.05356715358143238
1.5,3162.2776601683795,10000000000.0,2.156679635483299e-26,2.1971311490236697e-26,0.01875638498868004
1.5,4216.965034285822,10000000000.0,2.5577606120151772e-26,2.5708539804012977e-26,0.005119074992637751
1.5,5623.413251903491,10000000000.0,2.915873486702651e-26,2.843834403556208e-26,-0.02470583290906314
1.5,7498.942093324558,10000000000.0,3.2554573915571566e-26,3.2261018602384685e-26,-0.009017329299047194
1.5,10000.0,10000000000.0,3.538156813601044e-26,3.548836980305166e-26,0.0030185679343173177
1.5,13335.21432163324,10000000000.0,3.906114617937488e-26,3.8805035777840477e-26,-0.0065566535185195285
1.5,17782.794100389227,10000000000.0,4.6008475896981535e-26,4.6465452973044044e-26,0.009932454121839074
